MD/m ,TVDSS/m ,PP,CP,CP-Time,LCP,FP,PP,CP,CP-Time,LCP,FP,E,Poissons ration,Friction Angle,UCS
1026,1026,1.16 ,1.34 ,1.42 ,1.68 ,1.759521967,1719.0,1992.6,2111.6,2496.6,2618.3,2.44 ,0.25 ,45.24 ,2.995063355
1028,1028,1.13 ,1.32 ,1.40 ,1.67 ,1.750899953,1685.6,1963.1,2082.3,2484.4,2610.6,2.54 ,0.25 ,45.21 ,3.29640325
1030,1030,1.13 ,1.31 ,1.39 ,1.67 ,1.750971803,1688.6,1960.6,2080.2,2489.2,2615.8,2.60 ,0.25 ,45.18 ,3.612347668
1032,1032,1.13 ,1.31 ,1.39 ,1.67 ,1.751170123,1691.8,1965.8,2085.5,2494.3,2621.1,2.60 ,0.25 ,45.18 ,3.556874355
1034,1034,1.13 ,1.32 ,1.40 ,1.67 ,1.751314561,1695.0,1979.0,2099.0,2499.2,2626.4,2.52 ,0.25 ,45.23 ,3.091264531
1036,1036,1.13 ,1.32 ,1.40 ,1.67 ,1.751360531,1698.3,1985.5,2105.7,2504.1,2631.6,2.50 ,0.25 ,45.24 ,2.965735007
1038,1038,1.13 ,1.32 ,1.40 ,1.67 ,1.751361197,1701.7,1991.6,2112.0,2508.9,2636.7,2.48 ,0.25 ,45.25 ,2.861120233
1040,1040,1.13 ,1.32 ,1.40 ,1.67 ,1.751357426,1705.2,1992.1,2112.8,2513.8,2641.7,2.52 ,0.25 ,45.23 ,3.041427442
1042,1042,1.13 ,1.31 ,1.39 ,1.67 ,1.751397657,1708.8,1983.4,2104.3,2518.7,2646.9,2.64 ,0.25 ,45.17 ,3.693881156
1044,1044,1.13 ,1.32 ,1.40 ,1.67 ,1.751809024,1712.5,1993.4,2114.5,2524.1,2652.6,2.60 ,0.25 ,45.20 ,3.411802451
1046,1046,1.13 ,1.31 ,1.32 ,1.67 ,1.75 ,1716.2,1987.1,2002.3,2529.4,2658.2,2.69 ,0.25 ,45.14 ,3.95 
1048,1048,1.13 ,1.32 ,1.33 ,1.67 ,1.75 ,1720.0,2003.1,2018.3,2534.7,2663.8,2.60 ,0.25 ,45.20 ,3.37 
1050,1050,1.13 ,1.31 ,1.32 ,1.67 ,1.75 ,1723.9,1998.2,2013.5,2539.9,2669.3,2.68 ,0.25 ,45.15 ,3.84 
1052,1052,1.13 ,1.31 ,1.32 ,1.67 ,1.75 ,1727.8,2000.9,2016.2,2545.5,2675.1,2.70 ,0.25 ,45.14 ,3.94 
1054,1054,1.13 ,1.31 ,1.32 ,1.67 ,1.75 ,1731.8,2008.4,2023.7,2551.0,2680.9,2.68 ,0.25 ,45.16 ,3.80 
1056,1056,1.13 ,1.31 ,1.32 ,1.67 ,1.75 ,1735.8,2004.5,2019.8,2556.4,2686.6,2.76 ,0.25 ,45.11 ,4.23 
1058,1058,1.13 ,1.32 ,1.33 ,1.67 ,1.75 ,1739.8,2021.8,2037.1,2562.2,2692.6,2.66 ,0.25 ,45.18 ,3.60 
1060,1060,1.13 ,1.31 ,1.32 ,1.67 ,1.76 ,1743.9,2018.1,2033.4,2567.6,2698.3,2.73 ,0.25 ,45.13 ,4.03 
1062,1062,1.13 ,1.31 ,1.32 ,1.67 ,1.76 ,1748.0,2025.2,2040.6,2573.3,2704.3,2.72 ,0.25 ,45.15 ,3.91 
1064,1064,1.14 ,1.32 ,1.33 ,1.67 ,1.76 ,1752.1,2035.0,2050.4,2578.9,2710.1,2.68 ,0.25 ,45.17 ,3.66 
1066,1066,1.14 ,1.32 ,1.33 ,1.67 ,1.76 ,1756.3,2034.0,2049.5,2584.5,2715.9,2.73 ,0.25 ,45.14 ,3.94 
1068,1068,1.14 ,1.32 ,1.33 ,1.67 ,1.76 ,1760.5,2037.4,2052.9,2590.1,2721.8,2.75 ,0.25 ,45.13 ,4.02 
1070,1070,1.14 ,1.32 ,1.33 ,1.67 ,1.76 ,1764.7,2041.7,2057.2,2595.9,2727.9,2.76 ,0.25 ,45.13 ,4.05 
1072,1072,1.14 ,1.31 ,1.32 ,1.67 ,1.76 ,1769.0,2043.6,2059.1,2601.7,2733.9,2.79 ,0.25 ,45.11 ,4.21 
1074,1074,1.14 ,1.32 ,1.33 ,1.67 ,1.76 ,1773.3,2048.6,2064.2,2607.6,2740.0,2.79 ,0.25 ,45.12 ,4.20 
1076,1076,1.14 ,1.32 ,1.33 ,1.67 ,1.76 ,1777.6,2052.6,2068.2,2613.4,2746.2,2.81 ,0.25 ,45.11 ,4.25 
1078,1078,1.14 ,1.31 ,1.32 ,1.68 ,1.76 ,1781.9,2055.3,2071.0,2619.3,2752.4,2.83 ,0.25 ,45.10 ,4.37 
1080,1080,1.14 ,1.32 ,1.33 ,1.68 ,1.76 ,1786.3,2059.9,2075.5,2625.3,2758.6,2.84 ,0.25 ,45.10 ,4.39 
1082,1082,1.14 ,1.32 ,1.33 ,1.68 ,1.76 ,1790.6,2066.9,2082.6,2631.3,2764.8,2.83 ,0.25 ,45.11 ,4.30 
1084,1084,1.14 ,1.32 ,1.33 ,1.68 ,1.76 ,1795.0,2074.9,2090.6,2637.2,2771.0,2.81 ,0.25 ,45.12 ,4.15 
1086,1086,1.14 ,1.32 ,1.33 ,1.68 ,1.76 ,1799.3,2080.2,2095.9,2643.0,2777.1,2.81 ,0.25 ,45.12 ,4.13 
1088,1088,1.14 ,1.32 ,1.33 ,1.68 ,1.76 ,1803.7,2083.7,2099.5,2648.9,2783.2,2.83 ,0.25 ,45.11 ,4.21 
1090,1090,1.14 ,1.32 ,1.33 ,1.68 ,1.76 ,1808.1,2087.4,2103.2,2654.7,2789.3,2.84 ,0.25 ,45.11 ,4.28 
1092,1092,1.14 ,1.32 ,1.33 ,1.68 ,1.77 ,1812.4,2094.7,2110.5,2660.6,2795.5,2.83 ,0.25 ,45.12 ,4.17 
1094,1094,1.15 ,1.32 ,1.33 ,1.68 ,1.77 ,1816.8,2095.8,2111.7,2666.5,2801.7,2.87 ,0.25 ,45.10 ,4.36 
1096,1096,1.15 ,1.32 ,1.33 ,1.68 ,1.77 ,1821.2,2100.6,2116.5,2672.5,2807.9,2.87 ,0.25 ,45.10 ,4.38 
1098,1098,1.15 ,1.32 ,1.33 ,1.68 ,1.77 ,1825.7,2106.5,2122.4,2678.5,2814.1,2.87 ,0.25 ,45.10 ,4.34 
1100,1100,1.15 ,1.33 ,1.34 ,1.68 ,1.77 ,1830.0,2126.3,2142.3,2684.4,2820.3,2.75 ,0.25 ,45.18 ,3.59 
1102,1102,1.15 ,1.33 ,1.34 ,1.68 ,1.77 ,1834.4,2128.1,2144.1,2690.0,2826.1,2.78 ,0.25 ,45.16 ,3.76 
1104,1104,1.15 ,1.33 ,1.34 ,1.68 ,1.77 ,1838.7,2125.8,2141.9,2695.7,2832.1,2.85 ,0.25 ,45.12 ,4.12 
1106,1106,1.15 ,1.33 ,1.34 ,1.68 ,1.77 ,1843.1,2133.2,2149.3,2701.5,2838.2,2.83 ,0.25 ,45.14 ,4.00 
1108,1108,1.15 ,1.33 ,1.34 ,1.68 ,1.77 ,1847.4,2138.5,2154.6,2707.2,2844.1,2.83 ,0.25 ,45.14 ,3.98 
1110,1110,1.15 ,1.32 ,1.33 ,1.69 ,1.77 ,1851.8,2124.1,2140.2,2713.0,2850.1,2.99 ,0.25 ,45.04 ,4.95 
1112,1112,1.15 ,1.32 ,1.33 ,1.69 ,1.77 ,1856.2,2125.0,2141.1,2719.3,2856.7,3.03 ,0.25 ,45.01 ,5.17 
1114,1114,1.15 ,1.31 ,1.32 ,1.69 ,1.77 ,1860.7,2123.2,2139.3,2725.6,2863.4,3.09 ,0.25 ,44.98 ,5.53 
1116,1116,1.15 ,1.32 ,1.33 ,1.69 ,1.77 ,1865.2,2131.3,2147.4,2732.1,2870.2,3.08 ,0.25 ,44.99 ,5.39 
1118,1118,1.12 ,1.31 ,1.32 ,1.68 ,1.77 ,1822.3,2120.2,2136.4,2721.7,2865.1,2.95 ,0.25 ,45.08 ,4.52 
1120,1120,1.12 ,1.31 ,1.32 ,1.68 ,1.77 ,1826.3,2125.5,2141.7,2727.5,2871.2,2.95 ,0.25 ,45.09 ,4.49 
1122,1122,1.12 ,1.32 ,1.33 ,1.68 ,1.77 ,1830.4,2143.8,2160.1,2733.4,2877.4,2.84 ,0.25 ,45.16 ,3.81 
1124,1124,1.13 ,1.31 ,1.32 ,1.68 ,1.77 ,1834.3,2133.8,2150.1,2739.0,2883.3,2.97 ,0.25 ,45.08 ,4.56 
1126,1126,1.13 ,1.31 ,1.32 ,1.68 ,1.77 ,1838.3,2137.7,2154.0,2744.9,2889.5,2.98 ,0.25 ,45.07 ,4.60 
1128,1128,1.13 ,1.31 ,1.32 ,1.68 ,1.77 ,1842.3,2143.8,2160.1,2750.7,2895.7,2.98 ,0.25 ,45.08 ,4.54 
1130,1130,1.13 ,1.31 ,1.32 ,1.68 ,1.77 ,1846.3,2148.5,2164.9,2756.5,2901.8,2.98 ,0.25 ,45.08 ,4.54 
1132,1132,1.13 ,1.31 ,1.32 ,1.68 ,1.77 ,1850.2,2153.5,2169.9,2762.3,2907.9,2.99 ,0.25 ,45.08 ,4.53 
1134,1134,1.13 ,1.31 ,1.32 ,1.68 ,1.77 ,1854.1,2147.8,2164.2,2768.1,2914.1,3.08 ,0.25 ,45.03 ,5.06 
1136,1136,1.13 ,1.31 ,1.32 ,1.68 ,1.77 ,1858.0,2163.9,2180.4,2774.1,2920.4,2.99 ,0.25 ,45.09 ,4.49 
1138,1138,1.13 ,1.32 ,1.33 ,1.68 ,1.77 ,1861.9,2170.7,2187.2,2779.9,2926.5,2.98 ,0.25 ,45.10 ,4.38 
1140,1140,1.13 ,1.32 ,1.33 ,1.68 ,1.77 ,1865.7,2177.8,2194.4,2785.6,2932.5,2.96 ,0.25 ,45.11 ,4.26 
1142,1142,1.13 ,1.32 ,1.33 ,1.69 ,1.77 ,1869.5,2184.7,2201.2,2791.1,2938.4,2.95 ,0.25 ,45.12 ,4.15 
1144,1144,1.13 ,1.32 ,1.33 ,1.69 ,1.77 ,1873.2,2190.5,2207.1,2796.6,2944.2,2.94 ,0.25 ,45.13 ,4.08 
1146,1146,1.13 ,1.31 ,1.32 ,1.69 ,1.77 ,1876.9,2180.4,2197.1,2802.1,2949.9,3.07 ,0.25 ,45.05 ,4.81 
1148,1148,1.13 ,1.32 ,1.33 ,1.69 ,1.78 ,1880.6,2192.3,2208.9,2807.9,2956.2,3.02 ,0.25 ,45.09 ,4.45 
1150,1150,1.13 ,1.32 ,1.33 ,1.69 ,1.78 ,1884.2,2194.3,2210.9,2813.4,2962.0,3.04 ,0.25 ,45.08 ,4.58 
1152,1152,1.13 ,1.32 ,1.33 ,1.69 ,1.78 ,1887.8,2198.1,2214.8,2818.9,2967.9,3.05 ,0.25 ,45.07 ,4.61 
1154,1154,1.13 ,1.32 ,1.33 ,1.69 ,1.78 ,1891.3,2204.1,2220.8,2824.5,2973.8,3.05 ,0.25 ,45.08 ,4.53 
1156,1156,1.13 ,1.32 ,1.33 ,1.69 ,1.78 ,1894.7,2206.5,2223.3,2829.9,2979.7,3.07 ,0.25 ,45.07 ,4.63 
1158,1158,1.13 ,1.31 ,1.32 ,1.69 ,1.78 ,1898.2,2207.8,2224.6,2835.4,2985.5,3.10 ,0.25 ,45.06 ,4.78 
1160,1160,1.13 ,1.32 ,1.33 ,1.69 ,1.78 ,1901.5,2219.9,2236.8,2840.9,2991.4,3.04 ,0.25 ,45.10 ,4.39 
1162,1162,1.13 ,1.32 ,1.33 ,1.69 ,1.78 ,1904.7,2218.0,2234.8,2846.1,2997.0,3.10 ,0.25 ,45.06 ,4.70 
1164,1164,1.13 ,1.32 ,1.33 ,1.69 ,1.78 ,1907.9,2220.5,2237.4,2851.4,3002.7,3.11 ,0.25 ,45.06 ,4.78 
1166,1166,1.13 ,1.31 ,1.32 ,1.69 ,1.78 ,1911.1,2223.6,2240.6,2856.8,3008.5,3.13 ,0.25 ,45.05 ,4.83 
1168,1168,1.13 ,1.32 ,1.33 ,1.69 ,1.78 ,1914.1,2234.4,2251.3,2862.1,3014.2,3.08 ,0.25 ,45.09 ,4.49 
1170,1170,1.13 ,1.31 ,1.32 ,1.69 ,1.78 ,1917.0,2223.3,2240.3,2867.2,3019.8,3.21 ,0.25 ,45.01 ,5.25 
1172,1172,1.13 ,1.31 ,1.32 ,1.69 ,1.78 ,1919.9,2233.1,2250.1,2872.6,3025.6,3.17 ,0.25 ,45.04 ,4.96 
1174,1174,1.06 ,1.24 ,1.25 ,1.65 ,1.75 ,1804.5,2112.7,2129.7,2812.4,2979.1,3.64 ,0.24 ,44.87 ,6.61 
1176,1176,1.06 ,1.22 ,1.23 ,1.65 ,1.75 ,1806.6,2083.4,2100.5,2816.7,2983.8,3.89 ,0.24 ,44.70 ,8.21 
1178,1178,1.06 ,1.22 ,1.23 ,1.65 ,1.75 ,1808.6,2082.3,2099.4,2821.3,2989.0,3.93 ,0.24 ,44.67 ,8.43 
1180,1180,1.06 ,1.22 ,1.23 ,1.65 ,1.75 ,1810.4,2085.3,2102.4,2826.0,2994.2,3.94 ,0.24 ,44.67 ,8.44 
1182,1182,1.06 ,1.22 ,1.23 ,1.65 ,1.75 ,1812.2,2091.2,2108.4,2830.5,2999.3,3.93 ,0.24 ,44.69 ,8.30 
1184,1184,1.06 ,1.22 ,1.23 ,1.65 ,1.75 ,1813.8,2091.5,2108.7,2834.9,3004.3,3.96 ,0.24 ,44.67 ,8.43 
1186,1186,1.06 ,1.21 ,1.22 ,1.65 ,1.75 ,1815.3,2089.0,2106.2,2839.3,3009.3,4.01 ,0.24 ,44.65 ,8.70 
1188,1188,1.05 ,1.21 ,1.22 ,1.65 ,1.75 ,1816.6,2088.7,2106.0,2843.6,3014.2,4.04 ,0.24 ,44.63 ,8.85 
1190,1190,1.05 ,1.21 ,1.22 ,1.65 ,1.75 ,1817.9,2091.9,2109.2,2847.8,3019.1,4.05 ,0.24 ,44.63 ,8.82 
1192,1192,1.05 ,1.21 ,1.22 ,1.65 ,1.75 ,1818.9,2087.9,2105.2,2852.0,3023.9,4.10 ,0.24 ,44.60 ,9.14 
1194,1194,1.05 ,1.21 ,1.22 ,1.65 ,1.75 ,1819.9,2094.3,2111.6,2856.0,3028.6,4.09 ,0.24 ,44.62 ,8.95 
1196,1196,1.05 ,1.21 ,1.22 ,1.65 ,1.75 ,1820.8,2094.8,2112.1,2860.0,3033.3,4.11 ,0.24 ,44.61 ,9.05 
1198,1198,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1821.5,2089.9,2107.3,2863.9,3037.8,4.17 ,0.24 ,44.57 ,9.39 
1200,1200,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1822.1,2080.3,2097.7,2867.7,3042.4,4.26 ,0.24 ,44.51 ,9.97 
1202,1202,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1825.7,2089.7,2107.2,2873.4,3048.4,4.24 ,0.24 ,44.54 ,9.73 
1204,1204,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1829.3,2096.7,2114.1,2879.0,3054.4,4.23 ,0.24 ,44.55 ,9.62 
1206,1206,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1832.9,2104.3,2121.8,2884.6,3060.3,4.21 ,0.24 ,44.56 ,9.47 
1208,1208,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1836.5,2103.1,2120.6,2890.1,3066.2,4.26 ,0.24 ,44.53 ,9.75 
1210,1210,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1840.1,2098.5,2116.1,2895.8,3072.3,4.33 ,0.24 ,44.49 ,10.19 
1212,1212,1.05 ,1.19 ,1.20 ,1.65 ,1.75 ,1843.8,2100.3,2117.9,2901.3,3078.2,4.35 ,0.24 ,44.47 ,10.33 
1214,1214,1.05 ,1.21 ,1.22 ,1.65 ,1.75 ,1847.4,2123.6,2141.2,2907.0,3084.3,4.23 ,0.24 ,44.57 ,9.41 
1216,1216,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1851.0,2122.1,2139.8,2912.6,3090.2,4.28 ,0.23 ,44.54 ,9.71 
1218,1218,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1854.6,2122.8,2140.4,2918.2,3096.2,4.31 ,0.23 ,44.52 ,9.90 
1220,1220,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1858.2,2128.3,2146.0,2923.8,3102.1,4.31 ,0.23 ,44.52 ,9.85 
1222,1222,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1861.8,2135.2,2153.0,2929.4,3108.1,4.30 ,0.23 ,44.54 ,9.73 
1224,1224,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1865.5,2138.9,2156.6,2934.9,3114.0,4.31 ,0.23 ,44.53 ,9.78 
1226,1226,1.05 ,1.20 ,1.21 ,1.65 ,1.75 ,1869.1,2140.3,2158.1,2940.5,3120.0,4.34 ,0.23 ,44.51 ,9.93 
1228,1228,1.05 ,1.22 ,1.23 ,1.65 ,1.76 ,1872.7,2165.9,2183.8,2946.1,3125.9,4.20 ,0.23 ,44.62 ,8.89 
1230,1230,1.05 ,1.22 ,1.23 ,1.65 ,1.76 ,1876.3,2169.7,2187.5,2951.4,3131.6,4.21 ,0.23 ,44.62 ,8.93 
1232,1232,1.05 ,1.21 ,1.22 ,1.65 ,1.76 ,1879.9,2157.5,2175.4,2956.8,3137.4,4.33 ,0.23 ,44.53 ,9.74 
1234,1234,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1883.6,2161.5,2179.4,2962.4,3143.3,4.34 ,0.23 ,44.53 ,9.77 
1236,1236,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1887.2,2168.0,2185.9,2967.9,3149.2,4.33 ,0.23 ,44.54 ,9.68 
1238,1238,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1890.8,2172.5,2190.5,2973.4,3155.0,4.34 ,0.23 ,44.54 ,9.67 
1240,1240,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1894.4,2175.6,2193.6,2979.0,3161.0,4.36 ,0.23 ,44.53 ,9.75 
1242,1242,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1898.1,2176.8,2194.8,2984.5,3166.8,4.38 ,0.23 ,44.52 ,9.91 
1244,1244,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1901.7,2181.9,2200.0,2990.1,3172.8,4.39 ,0.23 ,44.52 ,9.88 
1246,1246,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1905.3,2187.4,2205.4,2995.6,3178.7,4.39 ,0.23 ,44.52 ,9.84 
1248,1248,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1908.9,2184.5,2202.6,3001.2,3184.6,4.44 ,0.23 ,44.49 ,10.20 
1250,1250,1.05 ,1.20 ,1.21 ,1.66 ,1.76 ,1912.6,2178.5,2196.7,3006.8,3190.6,4.52 ,0.23 ,44.43 ,10.71 
1252,1252,1.06 ,1.21 ,1.22 ,1.66 ,1.76 ,1916.2,2194.8,2213.0,3012.4,3196.6,4.45 ,0.23 ,44.49 ,10.14 
1254,1254,1.06 ,1.21 ,1.22 ,1.66 ,1.76 ,1919.9,2200.0,2218.2,3018.0,3202.6,4.45 ,0.23 ,44.49 ,10.11 
1256,1256,1.06 ,1.21 ,1.22 ,1.66 ,1.76 ,1923.5,2202.0,2220.2,3023.6,3208.5,4.47 ,0.23 ,44.48 ,10.24 
1258,1258,1.06 ,1.21 ,1.22 ,1.66 ,1.76 ,1927.1,2207.9,2226.1,3029.2,3214.5,4.47 ,0.23 ,44.49 ,10.17 
1260,1260,1.06 ,1.21 ,1.22 ,1.66 ,1.76 ,1930.8,2211.5,2229.8,3034.7,3220.4,4.48 ,0.23 ,44.48 ,10.22 
1262,1262,1.06 ,1.21 ,1.22 ,1.66 ,1.76 ,1934.4,2216.3,2234.6,3040.3,3226.3,4.49 ,0.23 ,44.48 ,10.21 
1264,1264,1.06 ,1.21 ,1.22 ,1.66 ,1.76 ,1938.0,2224.3,2242.6,3045.9,3232.3,4.47 ,0.23 ,44.50 ,10.04 
1266,1266,1.06 ,1.21 ,1.22 ,1.66 ,1.76 ,1941.7,2227.8,2246.1,3051.4,3238.2,4.48 ,0.23 ,44.50 ,10.09 
1268,1268,1.06 ,1.22 ,1.23 ,1.66 ,1.76 ,1945.3,2243.2,2261.6,3056.9,3244.0,4.41 ,0.23 ,44.55 ,9.55 
1270,1270,1.06 ,1.21 ,1.22 ,1.66 ,1.76 ,1949.0,2236.2,2254.6,3062.3,3249.8,4.50 ,0.23 ,44.49 ,10.12 
1272,1272,1.06 ,1.21 ,1.22 ,1.66 ,1.76 ,1952.6,2236.3,2254.7,3067.9,3255.7,4.53 ,0.23 ,44.47 ,10.34 
1274,1274,1.06 ,1.22 ,1.23 ,1.66 ,1.77 ,1956.2,2245.1,2263.6,3073.4,3261.6,4.51 ,0.23 ,44.49 ,10.13 
1276,1276,1.06 ,1.21 ,1.22 ,1.66 ,1.77 ,1959.9,2242.9,2261.4,3078.9,3267.5,4.56 ,0.23 ,44.46 ,10.46 
1278,1278,1.06 ,1.21 ,1.22 ,1.66 ,1.77 ,1963.5,2250.8,2269.4,3084.5,3273.5,4.55 ,0.23 ,44.48 ,10.29 
1280,1280,1.06 ,1.22 ,1.23 ,1.66 ,1.77 ,1967.2,2259.9,2278.5,3090.1,3279.4,4.52 ,0.23 ,44.50 ,10.07 
1282,1282,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1943.2,2243.4,2262.0,3084.8,3277.4,4.54 ,0.23 ,44.49 ,10.12 
1284,1284,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1946.5,2244.8,2263.4,3090.3,3283.2,4.56 ,0.23 ,44.48 ,10.27 
1286,1286,1.05 ,1.20 ,1.21 ,1.66 ,1.76 ,1949.9,2247.6,2266.2,3095.7,3289.0,4.58 ,0.23 ,44.47 ,10.34 
1288,1288,1.05 ,1.21 ,1.22 ,1.66 ,1.76 ,1953.2,2251.2,2269.8,3101.1,3294.8,4.59 ,0.23 ,44.47 ,10.38 
1290,1290,1.05 ,1.20 ,1.21 ,1.66 ,1.76 ,1956.5,2250.8,2269.5,3106.5,3300.6,4.63 ,0.23 ,44.44 ,10.61 
1292,1292,1.04 ,1.20 ,1.21 ,1.66 ,1.76 ,1950.0,2246.3,2265.0,3108.0,3303.6,4.65 ,0.23 ,44.43 ,10.69 
1294,1294,1.04 ,1.20 ,1.21 ,1.66 ,1.76 ,1953.2,2250.9,2269.6,3113.5,3309.5,4.65 ,0.23 ,44.43 ,10.68 
1296,1296,1.04 ,1.20 ,1.21 ,1.66 ,1.76 ,1956.4,2253.8,2272.6,3118.9,3315.3,4.67 ,0.23 ,44.43 ,10.74 
1298,1298,1.04 ,1.20 ,1.21 ,1.66 ,1.76 ,1959.6,2258.4,2277.2,3124.3,3321.1,4.67 ,0.23 ,44.43 ,10.72 
1300,1300,1.04 ,1.20 ,1.21 ,1.66 ,1.76 ,1962.8,2260.5,2279.3,3129.7,3327.0,4.69 ,0.23 ,44.42 ,10.83 
1302,1302,1.04 ,1.20 ,1.21 ,1.66 ,1.76 ,1966.0,2263.4,2282.3,3135.1,3332.8,4.71 ,0.23 ,44.41 ,10.89 
1304,1304,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,1969.2,2267.9,2286.8,3140.5,3338.6,4.71 ,0.23 ,44.41 ,10.88 
1306,1306,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,1972.3,2267.8,2286.7,3145.8,3344.4,4.75 ,0.23 ,44.39 ,11.09 
1308,1308,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,1975.5,2271.7,2290.6,3151.3,3350.2,4.76 ,0.23 ,44.39 ,11.11 
1310,1310,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,1978.7,2272.6,2291.6,3156.7,3356.1,4.79 ,0.23 ,44.37 ,11.27 
1312,1312,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,1981.9,2274.7,2293.7,3162.1,3361.9,4.81 ,0.23 ,44.36 ,11.38 
1314,1314,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,1985.0,2284.4,2303.5,3167.6,3367.9,4.78 ,0.23 ,44.39 ,11.11 
1316,1316,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,1988.2,2291.2,2310.3,3172.9,3373.7,4.76 ,0.23 ,44.40 ,10.99 
1318,1318,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,1991.4,2295.3,2314.4,3178.3,3379.5,4.77 ,0.23 ,44.40 ,10.99 
1320,1320,1.04 ,1.21 ,1.22 ,1.66 ,1.77 ,1994.5,2307.8,2327.0,3183.7,3385.2,4.72 ,0.23 ,44.44 ,10.59 
1322,1322,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,1997.7,2304.4,2323.6,3189.0,3390.9,4.78 ,0.23 ,44.40 ,10.96 
1324,1324,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,2000.9,2305.1,2324.3,3194.3,3396.7,4.81 ,0.23 ,44.39 ,11.13 
1326,1326,1.04 ,1.21 ,1.22 ,1.66 ,1.77 ,2004.0,2321.2,2340.4,3199.7,3402.5,4.73 ,0.23 ,44.45 ,10.55 
1328,1328,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,2007.2,2312.9,2332.2,3205.0,3408.2,4.83 ,0.23 ,44.38 ,11.16 
1330,1330,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,2010.4,2319.4,2338.7,3210.3,3414.0,4.82 ,0.23 ,44.40 ,11.05 
1332,1332,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,2013.5,2321.4,2340.8,3215.6,3419.7,4.84 ,0.23 ,44.38 ,11.16 
1334,1334,1.04 ,1.20 ,1.21 ,1.66 ,1.77 ,2016.7,2321.0,2340.3,3221.0,3425.5,4.88 ,0.23 ,44.36 ,11.39 
1336,1336,1.04 ,1.20 ,1.21 ,1.67 ,1.77 ,2019.9,2325.5,2344.9,3226.4,3431.3,4.88 ,0.23 ,44.36 ,11.37 
1338,1338,1.04 ,1.20 ,1.21 ,1.67 ,1.77 ,2023.0,2329.5,2348.9,3231.7,3437.1,4.89 ,0.23 ,44.36 ,11.38 
1340,1340,1.04 ,1.20 ,1.21 ,1.67 ,1.77 ,2026.2,2338.6,2358.0,3237.1,3442.9,4.86 ,0.23 ,44.38 ,11.14 
1342,1342,1.04 ,1.20 ,1.21 ,1.67 ,1.77 ,2029.4,2336.7,2356.2,3242.4,3448.6,4.91 ,0.23 ,44.35 ,11.44 
1344,1344,1.04 ,1.20 ,1.21 ,1.67 ,1.77 ,2032.6,2345.5,2365.0,3247.7,3454.3,4.88 ,0.23 ,44.38 ,11.21 
1346,1346,1.04 ,1.20 ,1.21 ,1.67 ,1.77 ,2035.7,2346.7,2366.2,3253.0,3460.1,4.91 ,0.23 ,44.36 ,11.36 
1348,1348,1.04 ,1.21 ,1.22 ,1.67 ,1.77 ,2038.9,2359.0,2378.5,3258.4,3465.9,4.86 ,0.23 ,44.40 ,10.97 
1350,1350,1.04 ,1.20 ,1.21 ,1.67 ,1.77 ,2042.1,2345.0,2364.6,3263.6,3471.5,4.99 ,0.23 ,44.31 ,11.86 
1352,1352,1.04 ,1.20 ,1.21 ,1.67 ,1.77 ,2045.2,2350.3,2369.9,3269.1,3477.4,4.99 ,0.23 ,44.31 ,11.81 
1354,1354,1.04 ,1.20 ,1.21 ,1.67 ,1.77 ,2048.4,2352.0,2371.6,3274.4,3483.2,5.02 ,0.23 ,44.30 ,11.93 
